,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,target,intensity
0,0.13821153782127304,0.20943873731760615,0.13732639392600332,0.12003714437744484,0.16538598197839882,0.28529798548608604,0.08286392001902584,0.05643197851631883,0.2086215776160762,0.0044967649085180805,0.03963247843959827,0.7004648536616885,0.0059344429374155825,0.004171578803526151,0.04250177465299553,0.04347922025600418,0.05820772011347093,0.03990086164624262,0.08726116285313369,0.07353860783107521,0.017624227847354675,0.4652020308670105,0.6004674758770461,0.3560566369901402,0.7110992882573517,0.09872317676120466,0.644363216281884,0.6096068045466106,0.7688751731004293,0.6085068767648458,0.2455729242175986,0.26992233317428665,0.5067209358333201,0.41199900999882777,0.24885786202863516,0.23513426359874007,0.3620847270873289,0.26942872308861376,0.5837571851172091,0.5019566574219894,0.18205639767572745,0.8388161913498193,0.5389455025788733,0.4184556695680133,0.5033064195151506,0.5110272609558324,0.16128764652927385,0.6573895178294852,0.5396228977447386,0.138342824049247,0.4751313949319498,0.5268226605168056,0.22684516424358137,0.6928744836533687,0.3404181539136844,0.1161802571493071,0.4467026824805169,0.5829345106881934,0.3464999931690863,0.045980965834389674,0.5351493008359056,0.22228488415282255,0.5136883761692093,0.40027941694243546,0.6340793501821591,0.9165906284616651,0.0290366844188747,0.248083266975995,0.7888357600767281,0.8486028081688829,0.6896776067660984,0.48409998467155363,0.6443408829425846,0.27844920295250425,0.7984390837838917,0.2314863972456432,0.7000105600120152,0.2598632260254768,0.6409065580844844,0.6594166591807111,0.007429193562360304,0.3478567898505749,0.20228835144152912,0.18699187195121952,0.24530988353026398,0.24986680153749652,0.5056538585087761,0.3304939465383696,1,1
1,0.16256247840347493,0.20806052686291282,0.17592879664161198,0.14922048742838145,0.18025693689996003,0.23656753021259844,0.0602375945243582,0.008976199038652825,0.19924677289816128,0.005161633694109273,0.04148808730923458,0.6940984186676004,0.010315551608598436,0.007315481277674587,0.04260617849863129,0.04332578394484485,0.05527450428502807,0.03341500465344174,0.08323416771368422,0.07645034556950189,0.01794202361159939,0.47865883536145126,0.6071638739154807,0.3555770905425278,0.6922579924678274,0.09874023203388685,0.7346128631626765,0.6095729320801816,0.7666418299830285,0.6085292869163513,0.12681064689123117,0.23768633033496728,0.6224551890171632,0.2931016526399539,0.31926591217599665,0.21021685571818569,0.4091841968355426,0.2687609858900972,0.6302459422701664,0.5018041273467576,0.22736133288362637,0.8283214239841391,0.5178490690952037,0.41472573074647356,0.49902500412563033,0.5199778321785519,0.21969208263830242,0.7165071870259313,0.5137950492827269,0.1096469832301879,0.47996649620782916,0.530338138107877,0.25744195101721346,0.6616180764462413,0.3327284073528784,0.1950021253110553,0.45231993753409516,0.5845560618898247,0.32486903540839007,0.04599470926609404,0.5295231412963051,0.22108552823931282,0.5263420556755002,0.3995645702230477,0.6434103665245171,0.9171511036832074,0.029273933722090757,0.2875392959436911,0.7498336916935955,0.8487116893147933,0.721250041534663,0.4837565775703668,0.6815137376605107,0.2783084790585922,0.7572889765483579,0.23292808061065756,0.699952419067084,0.26191093559138545,0.6014308729167002,0.725180555628806,0.006750570431949724,0.4455480724542208,0.29293981597230434,0.13871951219512196,0.09710943227618553,0.24693659945406476,0.5109159382288598,0.3430276738127872,1,1
2,0.136129867157734,0.20791221610604338,0.1550587498646151,0.1152722844236681,0.16519374765884376,0.24802835698957282,0.13249242449255388,0.12725902233669853,0.2007011804816094,0.006072999097266081,0.04909207690363159,0.7207202070431057,0.009644228517981563,0.0028672451040454693,0.05003515545563859,0.05093682588185375,0.07494339162077218,0.07406906786493118,0.07563853019005501,0.0765223724399676,0.022461738139305628,0.4380158353655458,0.6312513264539875,0.3556205150319807,0.7105547918402599,0.09880363216442416,0.6829807651253006,0.6095810844903636,0.735541259694562,0.6086471140963207,0.30598075318965956,0.5308485692138906,0.574618456250623,0.42402980846294647,0.2825447979337538,0.2270727183027006,0.3730444862697079,0.27147212585804664,0.6042487487812663,0.502298260864873,0.11229813908010744,0.7239136391357738,0.6922904688861579,0.27594150830542197,0.5322179552089981,0.4764077329168235,0.1250003315892143,0.539130644961237,0.6315348708701234,0.11967541396617362,0.5253439638730684,0.48122062924206943,0.17320903166255874,0.5438071616740864,0.395195899790508,0.2635474617939354,0.4946144233734717,0.5430787713200146,0.3245245639460287,0.04600656742328741,0.568588382073179,0.21723695916867847,0.5203928160015197,0.3992349955538516,0.5629499859955884,0.9184285605387018,0.033164320684638836,0.27637405515902225,0.8065446904277112,0.8486178760075069,0.70846729407914,0.484024293194432,0.6194885899947671,0.27844015182734494,0.7022482643143715,0.21827753558228885,0.7219992133136578,0.22791998888353382,0.6257417187091983,0.7808729958569451,0.012345786139306952,0.35692914030985345,0.11233958007751284,0.31402439024390244,0.1891891994156324,0.32995913637489,0.4360455466488173,0.3743469468425883,1,1
3,0.1383428813274249,0.19108679939083456,0.1573352935103265,0.1352528268562666,0.1565242554961731,0.224922308763019,0.10872579384613473,0.06379292118436641,0.20859636536962992,0.005510756875879612,0.0471721782951496,0.7800572719926254,0.016559188354532905,0.004947675531236057,0.0498732872484491,0.05036173923077256,0.05143833505690237,0.047091709323449193,0.0744918437772704,0.06439643459414793,0.02070432412673841,0.48232373957497965,0.6771709953428685,0.3541990977709828,0.6962013312609039,0.09885263261199038,0.6555981490704462,0.6095931891858053,0.743216098279401,0.608577241538785,0.2122369726198238,0.32527638778471546,0.574367076945258,0.4180257818701618,0.2903005977144464,0.21039689972455095,0.29914521855986986,0.2752840815986359,0.6092469026586406,0.5019553417050524,0.13794275711295412,0.8434674620726277,0.6188881202797979,0.31526447765243715,0.5310740049545559,0.48757485590708716,0.13550206344953586,0.7562524634341038,0.5793837744143253,0.1273192322942648,0.49869445514973565,0.5090554042119657,0.1748736360152927,0.7142077187224843,0.3822059073589172,0.11167449905441831,0.4652486475957065,0.573252817931931,0.3115055329016095,0.04594123090511904,0.5803452834921916,0.26571573245152813,0.4783854560525096,0.4009607144585712,0.6207791575008672,0.917117514718108,0.03132368102565735,0.31784331955747347,0.7861625604080912,0.8487815468144184,0.7301856653133896,0.4837001066248896,0.6402221541824183,0.27837125832415166,0.7497299642840525,0.23361298058048063,0.7039455712826643,0.2613686696324899,0.6344574857515061,0.7004382980161943,0.013795925705375425,0.38061792259260097,0.21792141222706296,0.1849593292682927,0.2890530318407044,0.22642516142837887,0.46888510585634546,0.36714155502790025,1,1
4,0.15529610633846092,0.24042598685486366,0.15671334543202864,0.1405526408069543,0.19113820398462678,0.29957386777465617,0.13520499283684628,0.1168951121909155,0.20930856291647715,0.01375404505545587,0.028585816260940526,0.5989857183802275,0.009241973996197337,0.005989785551509339,0.029951423084686096,0.030492387446444356,0.05317496878776347,0.04507926813663188,0.03281666192994422,0.028147605850233084,0.010891887133599728,0.413436643231636,0.6551684640632327,0.355088507097853,0.7333793742462538,0.09872789870055249,0.6617964234475169,0.6095906370729154,0.771069755132491,0.6085199303993774,0.27222248529897797,0.5728237812294591,0.5987665096130265,0.5011430552501718,0.35540889680302334,0.2068609990560178,0.4015528434786675,0.26878511739793653,0.7271963962992558,0.5019054422842676,0.12819470685680612,0.7244482128584,0.5933738013472388,0.3146383766626496,0.43507734725474845,0.5674607509718119,0.10090392425585937,0.4704447485786555,0.6370423071815603,0.22715790218766121,0.40226911893552586,0.5924876035029558,0.16351805565713784,0.5361386913097017,0.3520305082226473,0.2535025879043181,0.3755952711255077,0.6437100875222548,0.26791361715312717,0.04602759058203054,0.6339618992609757,0.22034971836425776,0.5102129933316324,0.3993161387122398,0.5708001846573321,0.9187398924033198,0.0186113245706067,0.25865726539557665,0.8356233462316532,0.8484403526299489,0.7395021815657946,0.4836425778376469,0.6374524972104323,0.2784360008349121,0.8003169522845228,0.23148402940943444,0.662342322550417,0.29427385040640386,0.6618094974054942,0.6353959064691019,0.01284347958809879,0.5949611795472572,0.3593105327719602,0.09268292682926829,0.12559166516711703,0.17270466292311898,0.46464562165312845,0.27542823403816996,2,1
5,0.12351924742649156,0.21940100569205007,0.13688660478376968,0.10006064817332627,0.13021388098170072,0.21167063372591294,0.09804505628669241,0.05557628968823002,0.2068393237245873,0.0031999927254206203,0.02932532427692628,0.5966305992418376,0.004639554321306411,0.016495797060648,0.029232976213082143,0.030033147877850774,0.03019915977912548,0.03952724790296089,0.03779037889031207,0.034574553839969366,0.011060415620613355,0.48218288371182505,0.7201793401045651,0.35458312453265767,0.7102949407604738,0.09883054334451245,0.6381212077245738,0.6095936468896392,0.7939657661945275,0.6084822681231182,0.18974057658440818,0.40297552519930213,0.4003796996020297,0.5560871187462015,0.33460636228411267,0.20807209239713048,0.3694154542168387,0.26940286087889986,0.7229182483132855,0.501002898016838,0.04714707181437405,0.5906018144004088,0.6372361468814388,0.2607857430708149,0.5361986810245796,0.4886386459419898,0.06933675163630237,0.4518081155775965,0.6692275421320737,0.15128700775429896,0.4982221678575698,0.5228721905092747,0.09042838112800711,0.4409270383575895,0.3847242164999863,0.1741358001121668,0.4623077970576017,0.5886428906654505,0.22620544978100654,0.046080760662015705,0.7009765071794751,0.18418578794398216,0.4625748452505255,0.40149861395948266,0.6026491160920859,0.9190305926818899,0.01584406084014644,0.4659831061986599,0.8527548596456487,0.8484416530594533,0.7706395661643715,0.4837170464102323,0.5806810890855655,0.2785242284137612,0.8485871923739315,0.23089420113635606,0.7052325501231185,0.2560415902032401,0.6966151187373201,0.6967347601867284,0.009407017741257084,0.382762475231077,0.35062314788683785,0.12317073780487804,0.1503285919096536,0.19829516516744145,0.46855798338840066,0.28308491758968457,2,1
6,0.14622820562466976,0.5866152926067338,0.14985768817296585,0.10956342871757963,0.1156922804597651,0.15393012823784133,0.2824498884525694,0.18179530935449212,0.20853423130037543,0.010765026566644104,0.047947630777247265,0.5623417941938685,0.008250533935413302,0.007678868837266964,0.04972415956156733,0.050702534353592614,0.04313444295337859,0.028365343839992285,0.042568955892335475,0.027728223882360743,0.017495658880909787,0.36437793437528454,0.6760001903747916,0.355668403652388,0.7159028567405904,0.0988234076069643,0.6639463917327073,0.6095930448093785,0.7563694718255976,0.6085588998738275,0.0839824909347279,0.250371370485396,0.3570722286749902,0.4552064774547039,0.36775367702881134,0.18959927603633417,0.37665083621847173,0.2693586937682776,0.5728564398820591,0.5057193532068702,0.11010022407604914,0.7703602501740457,0.6370761437358342,0.2594657207701103,0.5931383364612708,0.4412181593861385,0.08310927950607438,0.6325624697205652,0.6522781775542907,0.11619921030914676,0.5660312145362618,0.4602440639140515,0.15694638710371978,0.636365551477588,0.33362253910836354,0.20469540177727943,0.5314963281356901,0.5281352454193259,0.34573217675623663,0.04580863279808702,0.5421767244773019,0.3221437262425486,0.42797399194019803,0.4010708005249967,0.6033276473308294,0.9185032981999692,0.021789359985544935,0.225758443452068,0.8246572776354382,0.8488121202664441,0.6995260927341315,0.48424332183540314,0.6119078395899018,0.2785448613198759,0.751795785365067,0.23341257881836489,0.7305118367730815,0.2255229405648968,0.626192318792407,0.712479843037884,0.017556068231652216,0.40488361139601703,0.3631420242265975,0.13414634146341464,0.20974089782383232,0.17602558479419925,0.4693790346097401,0.3433975496413566,2,1
7,0.11552388657825596,0.1358811261402335,0.15606926991660486,0.1125139012571712,0.11051861695390974,0.13005272334938742,0.10471110492392896,0.10138884086890071,0.21027802315860947,0.017278767708033233,0.047276985050940454,0.5774256444624014,0.013459697640454618,0.006596202895242443,0.049848974873329524,0.05052078678261633,0.04351304014972972,0.04088765495731767,0.05479334530831341,0.06887814664031464,0.01659392146182819,0.3521199645832517,0.7338588970248651,0.35451905695070024,0.7125763033888114,0.09879036567561875,0.6762916774691541,0.6095827961180049,0.7713570506898512,0.6084876499075128,0.10214847025288892,0.36400219011679824,0.2691620392200854,0.45088261292590615,0.3677397847817493,0.19884999999334566,0.39004839433150384,0.2710374769701549,0.6119685694461177,0.5069858021535978,0.09420584975432944,0.8081132394749068,0.6525765889842442,0.3055523215217836,0.58326143524954,0.44913849271807427,0.07621620292005882,0.5751540395018748,0.6378968733808381,0.1247310845891825,0.5505534056090684,0.47259609129915603,0.153436488494767,0.5932123542087953,0.3060058386798015,0.13650721808862568,0.5136524787368768,0.5429517122379862,0.3013451139326484,0.04608663657302762,0.6134804232402353,0.17525837841968475,0.4225674095959097,0.39953751562320583,0.6039251995619059,0.9185287377749767,0.021727402597793467,0.286126000369316,0.8712862747573722,0.8483562439332268,0.6959650733744004,0.4840274347976044,0.6133953446563978,0.27844545968404744,0.7708420978441708,0.2320226924041678,0.6911174634989351,0.251477805852206,0.6143859841903205,0.6452188779574244,0.012922461057616973,0.3116396572304988,0.1882140445821886,0.23577235365853663,0.15348137045845245,0.2396110971756933,0.4826138759848146,0.35240995494972416,2,1
8,0.08871642376737776,0.1309737590242921,0.12375278093022024,0.07453128901898587,0.08225080983766886,0.1373234290789885,0.160020667824714,0.08530549061733098,0.20247935365835903,0.0042312523444319496,0.025678577480057883,0.44678400655943673,0.005301694949155028,0.023491047391388624,0.02751002116771898,0.028237934613405694,0.01980642615411483,0.023379635966979576,0.031078426170252325,0.023307937211784868,0.007620546899725137,0.2768827333992768,0.7041851782648395,0.3545822293106075,0.7202616006775788,0.09878930984244724,0.6497986688479995,0.6095953741381425,0.7840261434965873,0.6085221472047037,0.08447578152758539,0.22431607945572937,0.4017002948658279,0.5842012846009926,0.3794757994404462,0.18533182710526458,0.30033976678058705,0.2757909343319253,0.6069445431122932,0.5017087221698414,0.03951999016162333,0.6061870644418628,0.6194240871008659,0.31426255312513995,0.5460496756101811,0.4875162479321913,0.03193180017734587,0.39903771558692547,0.6775213432490841,0.21241498671239453,0.505924914539374,0.520829115272597,0.05158746536546355,0.4566735232412992,0.3162367237556432,0.06814623065563793,0.4755702755425466,0.5790401193019374,0.2290465071618616,0.04604638015424509,0.6721025892536647,0.21173636164914694,0.38514240557934865,0.4066380559939491,0.5820483796908439,0.9188450428626763,0.009889552662233694,0.2690471201554213,0.8288531613061407,0.8485094164018782,0.77961851853776,0.483551599616818,0.5964411097596783,0.2785020849646841,0.8369570679613416,0.23105824119028245,0.684572283150614,0.25677857830087947,0.6902359637237552,0.6634228054168287,0.01032797561071334,0.4557287472290593,0.33879212524596264,0.13170731097560975,0.16303907908319348,0.15805364078512837,0.46078590422838084,0.23836303328311703,2,2
9,0.1256570273031794,0.1657629193921577,0.15401860841509973,0.10609224384052884,0.13534108144506962,0.1869227960906237,0.12116781859885131,0.10812786734258689,0.2107862463521263,0.009171277847931125,0.029899314445121394,0.3255331107825802,0.007354934498209339,0.05334851799749722,0.028897385535529833,0.029530087748666063,0.03525471164508369,0.04660807241552918,0.02800351551107609,0.0228312389183351,0.009387435348344715,0.22061260991446685,0.6836573112733606,0.35509837527380295,0.6787815140520976,0.09900669036495882,0.6419484002257714,0.6095906539887327,0.7623024004864946,0.6085668844846218,0.17346568459866102,0.31001359032439235,0.3879341768532213,0.5748782243148741,0.3611583723397027,0.20115481773611163,0.3029528706983233,0.2764743142867211,0.6162520653700133,0.5027098514869716,0.036753546250058444,0.6300538540309212,0.6997414194284987,0.3156086265365978,0.4849503659267764,0.5355705484052341,0.0,0.3301603206625273,0.7074506946946182,0.1058028935472203,0.45267399495880367,0.5611098120693943,0.03706687949643195,0.3875439829704634,0.37543554867203993,0.1794579863100864,0.4232531043180283,0.6161732014292044,0.22829190056910253,0.0460391909887223,0.6729036222761606,0.18696608765198247,0.4369302590275402,0.4012879611870695,0.555583388380984,0.9188983881049619,0.012481426871719084,0.2412885342702433,0.879089428393918,0.8480424784397776,0.7300587615880186,0.48367048501610027,0.5932144065123456,0.27851396779830523,0.7972467907378705,0.23158123414024,0.73224747297662,0.2021658755865931,0.6837823472813911,0.6156825682773186,0.01646584213682267,0.39219509778430406,0.38428812874279616,0.10162601219512195,0.1358420073428112,0.15358857233904566,0.4203692881348662,0.25476877945005394,2,2
